ORTHO,PHON,GPMATCH
réfléchi,RefleSi,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i)
réfléchie,RefleSi,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.e-#)
réfléchir,RefleSiR,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.r-R)
réfléchirent,RefleSiR,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.r-R.e-#.n-#.t-#)
réfléchirez,RefleSiRe,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.r-R.ez-e)
réfléchirons,RefleSiR§,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.r-R.on-§.s-#)
réfléchiront,RefleSiR§,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.r-R.on-§.t-#)
réfléchis,RefleSi,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.s-#)
réfléchis,RefleSi,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.s-#)
réfléchissaient,RefleSisE,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.ai-E.e-#.n-#.t-#)
réfléchissais,RefleSisE,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.ai-E.s-#)
réfléchissait,RefleSisE,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.ai-E.t-#)
réfléchissant,RefleSis@,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.an-@.t-#)
réfléchissant,RefleSis@,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.an-@.t-#)
réfléchissantes,RefleSis@t,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.an-@.t-t.e-#.s-#)
réfléchissants,RefleSis@,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.an-@.t-#.s-#)
réfléchisse,RefleSis,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.e-#)
réfléchissent,RefleSis,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.e-#.n-#.t-#)
réfléchissez,RefleSise,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.ez-e)
réfléchissiez,RefleSisje,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.i-j.ez-e)
réfléchissions,RefleSisj§,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.i-j.on-§.s-#)
réfléchissons,RefleSis§,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.ss-s.on-§.s-#)
réfléchit,RefleSi,(r-R.é-e.f-f.l-l.é-e.ch-S.i-i.t-#)
reflet,R%flE,(r-R.e-%.f-f.l-l.e-E.t-#)
reflétaient,R%fletE,(r-R.e-%.f-f.l-l.é-e.t-t.ai-E.e-#.n-#.t-#)
reflétait,R%fletE,(r-R.e-%.f-f.l-l.é-e.t-t.ai-E.t-#)
reflétant,R%flet@,(r-R.e-%.f-f.l-l.é-e.t-t.an-@.t-#)
reflète,R%flEt,(r-R.e-%.f-f.l-l.è-E.t-t.e-#)
reflété,R%flete,(r-R.e-%.f-f.l-l.é-e.t-t.é-e)
reflètent,R%flEt,(r-R.e-%.f-f.l-l.è-E.t-t.e-#.n-#.t-#)
refléter,R%flete,(r-R.e-%.f-f.l-l.é-e.t-t.er-e)
reflets,R%flE,(r-R.e-%.f-f.l-l.e-E.t-#.s-#)
refleurir,R%fl9RiR,(r-R.e-%.f-f.l-l.eu-9.r-R.i-i.r-R)
refleurit,R%fl9Ri,(r-R.e-%.f-f.l-l.eu-9.r-R.i-i.t-#)
réflexe,ReflEks%,(r-R.é-e.f-f.l-l.e-E.x-ks.e-%)
réflexes,ReflEks%,(r-R.é-e.f-f.l-l.e-E.x-ks.e-%.s-#)
réflexion,ReflEksj§,(r-R.é-e.f-f.l-l.e-E.x-ks.i-j.on-§)
réflexions,ReflEksj§,(r-R.é-e.f-f.l-l.e-E.x-ks.i-j.on-§.s-#)
reflux,R%fly,(r-R.e-%.f-f.l-l.u-y.x-#)
refondre,R%f§dR%,(r-R.e-%.f-f.on-§.d-d.r-R.e-%)
reforme,R%foRm%,(r-R.e-%.f-f.o-o.r-R.m-m.e-%)
reformé,R%foRme,(r-R.e-%.f-f.o-o.r-R.m-m.é-e)
reformer,R%foRme,(r-R.e-%.f-f.o-o.r-R.m-m.er-e)
réformes,RefoRm%,(r-R.é-e.f-f.o-o.r-R.m-m.e-%.s-#)
refoulant,R%ful@,(r-R.e-%.f-f.ou-u.l-l.an-@.t-#)
refoulé,R%fule,(r-R.e-%.f-f.ou-u.l-l.é-e)
refouler,R%fule,(r-R.e-%.f-f.ou-u.l-l.er-e)
refrain,R%fR5,(r-R.e-%.f-f.r-R.ain-5)
refrains,R%fR5,(r-R.e-%.f-f.r-R.ain-5.s-#)
réfrigérateur,RefRiZeRat9R,(r-R.é-e.f-f.r-R.i-i.g-Z.é-e.r-R.a-a.t-t.eu-9.r-R)
réfrigérateurs,RefRiZeRat9R,(r-R.é-e.f-f.r-R.i-i.g-Z.é-e.r-R.a-a.t-t.eu-9.r-R.s-#)
réfrigération,RefRiZeRasj§,(r-R.é-e.f-f.r-R.i-i.g-Z.é-e.r-R.a-a.t-s.i-j.on-§)
réfrigérées,RefRiZeRe,(r-R.é-e.f-f.r-R.i-i.g-Z.é-e.r-R.é-e.e-#.s-#)
refroidi,R%fRwadi,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i)
refroidi,R%fRwadi,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i)
refroidies,R%fRwadi,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.e-#.s-#)
refroidir,R%fRwadiR,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.r-R)
refroidis,R%fRwadi,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.s-#)
refroidissaient,R%fRwadisE,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.ss-s.ai-E.e-#.n-#.t-#)
refroidissait,R%fRwadisE,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.ss-s.ai-E.t-#)
refroidissant,R%fRwadis@,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.ss-s.an-@.t-#)
refroidisse,R%fRwadis,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.ss-s.e-#)
refroidissement,R%fRwadism@,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.ss-s.e-#.m-m.en-@.t-#)
refroidit,R%fRwadi,(r-R.e-%.f-f.r-R.oi-wa.d-d.i-i.t-#)
refrotter,R%fRote,(r-R.e-%.f-f.r-R.o-o.tt-t.er-e)
refuge,R%fyZ,(r-R.e-%.f-f.u-y.g-Z.e-#)
refuges,R%fyZ,(r-R.e-%.f-f.u-y.g-Z.e-#.s-#)
réfugia,RefyZja,(r-R.é-e.f-f.u-y.g-Z.i-j.a-a)
réfugiaient,RefyZjE,(r-R.é-e.f-f.u-y.g-Z.i-j.ai-E.e-#.n-#.t-#)
réfugiait,RefyZjE,(r-R.é-e.f-f.u-y.g-Z.i-j.ai-E.t-#)
réfugie,RefyZi,(r-R.é-e.f-f.u-y.g-Z.i-i.e-#)
réfugié,RefyZje,(r-R.é-e.f-f.u-y.g-Z.i-j.é-e)
réfugié,RefyZje,(r-R.é-e.f-f.u-y.g-Z.i-j.é-e)
réfugiée,RefyZje,(r-R.é-e.f-f.u-y.g-Z.i-j.é-e.e-#)
réfugiée,RefyZje,(r-R.é-e.f-f.u-y.g-Z.i-j.é-e.e-#)
réfugient,RefyZi,(r-R.é-e.f-f.u-y.g-Z.i-i.e-#.n-#.t-#)
réfugier,RefyZje,(r-R.é-e.f-f.u-y.g-Z.i-j.er-e)
réfugièrent,RefyZjER,(r-R.é-e.f-f.u-y.g-Z.i-j.è-E.r-R.e-#.n-#.t-#)
réfugiés,RefyZje,(r-R.é-e.f-f.u-y.g-Z.i-j.é-e.s-#)
réfugiés,RefyZje,(r-R.é-e.f-f.u-y.g-Z.i-j.é-e.s-#)
réfugiions,RefyZijj§,(r-R.é-e.f-f.u-y.g-Z.i-ij.i-j.on-§.s-#)
refus,R%fy,(r-R.e-%.f-f.u-y.s-#)
refusa,R%fyza,(r-R.e-%.f-f.u-y.s-z.a-a)
refusai,R%fyzE,(r-R.e-%.f-f.u-y.s-z.ai-E)
refusaient,R%fyzE,(r-R.e-%.f-f.u-y.s-z.ai-E.e-#.n-#.t-#)
refusait,R%fyzE,(r-R.e-%.f-f.u-y.s-z.ai-E.t-#)
refusant,R%fyz@,(r-R.e-%.f-f.u-y.s-z.an-@.t-#)
refusât,R%fyza,(r-R.e-%.f-f.u-y.s-z.â-a.t-#)
refuse,R%fyz,(r-R.e-%.f-f.u-y.s-z.e-#)
refusé,R%fyze,(r-R.e-%.f-f.u-y.s-z.é-e)
refusées,R%fyze,(r-R.e-%.f-f.u-y.s-z.é-e.e-#.s-#)
refusent,R%fyz,(r-R.e-%.f-f.u-y.s-z.e-#.n-#.t-#)
refuser,R%fyze,(r-R.e-%.f-f.u-y.s-z.er-e)
refusera,R%fyzRa,(r-R.e-%.f-f.u-y.s-z.e-#.r-R.a-a)
refuserait,R%fyzRE,(r-R.e-%.f-f.u-y.s-z.e-#.r-R.ai-E.t-#)
refusèrent,R%fyzER,(r-R.e-%.f-f.u-y.s-z.è-E.r-R.e-#.n-#.t-#)
refuseront,R%fyzR§,(r-R.e-%.f-f.u-y.s-z.e-#.r-R.on-§.t-#)
refuses,R%fyz,(r-R.e-%.f-f.u-y.s-z.e-#.s-#)
refusés,R%fyze,(r-R.e-%.f-f.u-y.s-z.é-e.s-#)
regagna,R%gaNa,(r-R.e-%.g-g.a-a.gn-N.a-a)
regagnai,R%gaNE,(r-R.e-%.g-g.a-a.gn-N.ai-E)
regagnaient,R%gaNE,(r-R.e-%.g-g.a-a.gn-N.ai-E.e-#.n-#.t-#)
regagnait,R%gaNE,(r-R.e-%.g-g.a-a.gn-N.ai-E.t-#)
regagnâmes,R%gaNam,(r-R.e-%.g-g.a-a.gn-N.â-a.m-m.e-#.s-#)
regagne,R%gaN,(r-R.e-%.g-g.a-a.gn-N.e-#)
regagné,R%gaNe,(r-R.e-%.g-g.a-a.gn-N.é-e)
regagnent,R%gaN,(r-R.e-%.g-g.a-a.gn-N.e-#.n-#.t-#)
regagner,R%gaNe,(r-R.e-%.g-g.a-a.gn-N.er-e)
regagnèrent,R%gaNER,(r-R.e-%.g-g.a-a.gn-N.è-E.r-R.e-#.n-#.t-#)
regagneront,R%gaNR§,(r-R.e-%.g-g.a-a.gn-N.e-#.r-R.on-§.t-#)
regagnions,R%gaNj§,(r-R.e-%.g-g.a-a.gn-N.i-j.on-§.s-#)
regagnons,R%gaN§,(r-R.e-%.g-g.a-a.gn-N.on-§.s-#)
régal,Regal,(r-R.é-e.g-g.a-a.l-l)
régalaient,RegalE,(r-R.é-e.g-g.a-a.l-l.ai-E.e-#.n-#.t-#)
régalait,RegalE,(r-R.é-e.g-g.a-a.l-l.ai-E.t-#)
régalant,Regal@,(r-R.é-e.g-g.a-a.l-l.an-@.t-#)
régale,Regal,(r-R.é-e.g-g.a-a.l-l.e-#)
régalé,Regale,(r-R.é-e.g-g.a-a.l-l.é-e)
régaler,Regale,(r-R.é-e.g-g.a-a.l-l.er-e)
régalerai,RegalRE,(r-R.é-e.g-g.a-a.l-l.e-#.r-R.ai-E)
régalèrent,RegalER,(r-R.é-e.g-g.a-a.l-l.è-E.r-R.e-#.n-#.t-#)
régaleront,RegalR§,(r-R.é-e.g-g.a-a.l-l.e-#.r-R.on-§.t-#)
régalés,Regale,(r-R.é-e.g-g.a-a.l-l.é-e.s-#)
régals,Regal,(r-R.é-e.g-g.a-a.l-l.s-#)
regard,R%gaR,(r-R.e-%.g-g.a-a.r-R.d-#)
regarda,R%gaRda,(r-R.e-%.g-g.a-a.r-R.d-d.a-a)
regardai,R%gaRdE,(r-R.e-%.g-g.a-a.r-R.d-d.ai-E)
regardaient,R%gaRdE,(r-R.e-%.g-g.a-a.r-R.d-d.ai-E.e-#.n-#.t-#)
regardais,R%gaRdE,(r-R.e-%.g-g.a-a.r-R.d-d.ai-E.s-#)
regardait,R%gaRdE,(r-R.e-%.g-g.a-a.r-R.d-d.ai-E.t-#)
regardâmes,R%gaRdam,(r-R.e-%.g-g.a-a.r-R.d-d.â-a.m-m.e-#.s-#)
regardant,R%gaRd@,(r-R.e-%.g-g.a-a.r-R.d-d.an-@.t-#)
regardant,R%gaRd@,(r-R.e-%.g-g.a-a.r-R.d-d.an-@.t-#)
regarde,R%gaRd%,(r-R.e-%.g-g.a-a.r-R.d-d.e-%)
regardé,R%gaRde,(r-R.e-%.g-g.a-a.r-R.d-d.é-e)
regardée,R%gaRde,(r-R.e-%.g-g.a-a.r-R.d-d.é-e.e-#)
regardées,R%gaRde,(r-R.e-%.g-g.a-a.r-R.d-d.é-e.e-#.s-#)
regardent,R%gaRd%,(r-R.e-%.g-g.a-a.r-R.d-d.e-%.n-#.t-#)
regarder,R%gaRde,(r-R.e-%.g-g.a-a.r-R.d-d.er-e)
regardera,R%gaRd%Ra,(r-R.e-%.g-g.a-a.r-R.d-d.e-%.r-R.a-a)
regarderai,R%gaRd%RE,(r-R.e-%.g-g.a-a.r-R.d-d.e-%.r-R.ai-E)
regarderait,R%gaRd%RE,(r-R.e-%.g-g.a-a.r-R.d-d.e-%.r-R.ai-E.t-#)
regarderas,R%gaRd%Ra,(r-R.e-%.g-g.a-a.r-R.d-d.e-%.r-R.a-a.s-#)
regardèrent,R%gaRdER,(r-R.e-%.g-g.a-a.r-R.d-d.è-E.r-R.e-#.n-#.t-#)
regarderez,R%gaRd%Re,(r-R.e-%.g-g.a-a.r-R.d-d.e-%.r-R.ez-e)
regarderons,R%gaRd%R§,(r-R.e-%.g-g.a-a.r-R.d-d.e-%.r-R.on-§.s-#)
regardes,R%gaRd%,(r-R.e-%.g-g.a-a.r-R.d-d.e-%.s-#)
regardés,R%gaRde,(r-R.e-%.g-g.a-a.r-R.d-d.é-e.s-#)
regardez,R%gaRde,(r-R.e-%.g-g.a-a.r-R.d-d.ez-e)
regardions,R%gaRdj§,(r-R.e-%.g-g.a-a.r-R.d-d.i-j.on-§.s-#)
regardons,R%gaRd§,(r-R.e-%.g-g.a-a.r-R.d-d.on-§.s-#)
regards,R%gaR,(r-R.e-%.g-g.a-a.r-R.d-#.s-#)
régate,Regat,(r-R.é-e.g-g.a-a.t-t.e-#)
régates,Regat,(r-R.é-e.g-g.a-a.t-t.e-#.s-#)
régie,ReZi,(r-R.é-e.g-Z.i-i.e-#)
régime,ReZim,(r-R.é-e.g-Z.i-i.m-m.e-#)
régiment,ReZim@,(r-R.é-e.g-Z.i-i.m-m.en-@.t-#)
régiments,ReZim@,(r-R.é-e.g-Z.i-i.m-m.en-@.t-#.s-#)
région,ReZj§,(r-R.é-e.g-Z.i-j.on-§)
régional,ReZjonal,(r-R.é-e.g-Z.i-j.o-o.n-n.a-a.l-l)
régional,ReZjonal,(r-R.é-e.g-Z.i-j.o-o.n-n.a-a.l-l)
régionale,ReZjonal,(r-R.é-e.g-Z.i-j.o-o.n-n.a-a.l-l.e-#)
régionales,ReZjonal,(r-R.é-e.g-Z.i-j.o-o.n-n.a-a.l-l.e-#.s-#)
régionaux,ReZjonO,(r-R.é-e.g-Z.i-j.o-o.n-n.au-O.x-#)
régions,ReZj§,(r-R.é-e.g-Z.i-j.on-§.s-#)
régis,ReZi,(r-R.é-e.g-Z.i-i.s-#)
régisseur,ReZis9R,(r-R.é-e.g-Z.i-i.ss-s.eu-9.r-R)
registre,R%ZistR%,(r-R.e-%.g-Z.i-i.s-s.t-t.r-R.e-%)
registres,R%ZistR%,(r-R.e-%.g-Z.i-i.s-s.t-t.r-R.e-%.s-#)
régla,Regla,(r-R.é-e.g-g.l-l.a-a)
réglable,Reglabl%,(r-R.é-e.g-g.l-l.a-a.b-b.l-l.e-%)
réglables,Reglabl%,(r-R.é-e.g-g.l-l.a-a.b-b.l-l.e-%.s-#)
réglage,ReglaZ,(r-R.é-e.g-g.l-l.a-a.g-Z.e-#)
réglaient,ReglE,(r-R.é-e.g-g.l-l.ai-E.e-#.n-#.t-#)
réglait,ReglE,(r-R.é-e.g-g.l-l.ai-E.t-#)
règle,REgl%,(r-R.è-E.g-g.l-l.e-%)
règle,REgl%,(r-R.è-E.g-g.l-l.e-%)
réglé,Regle,(r-R.é-e.g-g.l-l.é-e)
réglé,Regle,(r-R.é-e.g-g.l-l.é-e)
réglée,Regle,(r-R.é-e.g-g.l-l.é-e.e-#)
réglée,Regle,(r-R.é-e.g-g.l-l.é-e.e-#)
règlement,REgl%m@,(r-R.è-E.g-g.l-l.e-%.m-m.en-@.t-#)
réglementaire,Regl%m@tER,(r-R.é-e.g-g.l-l.e-%.m-m.en-@.t-t.ai-E.r-R.e-#)
réglementaires,Regl%m@tER,(r-R.é-e.g-g.l-l.e-%.m-m.en-@.t-t.ai-E.r-R.e-#.s-#)
réglementation,Regl%m@tasj§,(r-R.é-e.g-g.l-l.e-%.m-m.en-@.t-t.a-a.t-s.i-j.on-§)
réglementé,Regl%m@te,(r-R.é-e.g-g.l-l.e-%.m-m.en-@.t-t.é-e)
réglementée,Regl%m@te,(r-R.é-e.g-g.l-l.e-%.m-m.en-@.t-t.é-e.e-#)
règlements,REgl%m@,(r-R.è-E.g-g.l-l.e-%.m-m.en-@.t-#.s-#)
règlent,REgl%,(r-R.è-E.g-g.l-l.e-%.n-#.t-#)
régler,Regle,(r-R.é-e.g-g.l-l.er-e)
réglera,Regl%Ra,(r-R.é-e.g-g.l-l.e-%.r-R.a-a)
réglerons,Regl%R§,(r-R.é-e.g-g.l-l.e-%.r-R.on-§.s-#)
règles,REgl%,(r-R.è-E.g-g.l-l.e-%.s-#)
réglet,ReglE,(r-R.é-e.g-g.l-l.e-E.t-#)
réglette,ReglEt,(r-R.é-e.g-g.l-l.e-E.tt-t.e-#)
régleur,Regl9R,(r-R.é-e.g-g.l-l.eu-9.r-R)
réglez,Regle,(r-R.é-e.g-g.l-l.ez-e)
réglisse,Reglis,(r-R.é-e.g-g.l-l.i-i.ss-s.e-#)
réglisse,Reglis,(r-R.é-e.g-g.l-l.i-i.ss-s.e-#)
réglisses,Reglis,(r-R.é-e.g-g.l-l.i-i.ss-s.e-#.s-#)
réglons,Regl§,(r-R.é-e.g-g.l-l.on-§.s-#)
régna,ReNa,(r-R.é-e.gn-N.a-a)
régnait,ReNE,(r-R.é-e.gn-N.ai-E.t-#)
règne,REN,(r-R.è-E.gn-N.e-#)
règne,REN,(r-R.è-E.gn-N.e-#)
régné,ReNe,(r-R.é-e.gn-N.é-e)
règnent,REN,(r-R.è-E.gn-N.e-#.n-#.t-#)
régner,ReNe,(r-R.é-e.gn-N.er-e)
régnèrent,ReNER,(r-R.é-e.gn-N.è-E.r-R.e-#.n-#.t-#)
regonfle,R%g§fl%,(r-R.e-%.g-g.on-§.f-f.l-l.e-%)
regonfler,R%g§fle,(r-R.e-%.g-g.on-§.f-f.l-l.er-e)
regonflons,R%g§fl§,(r-R.e-%.g-g.on-§.f-f.l-l.on-§.s-#)
regorge,R%goRZ%,(r-R.e-%.g-g.o-o.r-R.g-Z.e-%)
regorgeaient,R%goRZE,(r-R.e-%.g-g.o-o.r-R.ge-Z.ai-E.e-#.n-#.t-#)
regorgeait,R%goRZE,(r-R.e-%.g-g.o-o.r-R.ge-Z.ai-E.t-#)
regorgeant,R%goRZ@,(r-R.e-%.g-g.o-o.r-R.ge-Z.an-@.t-#)
regoûta,R%guta,(r-R.e-%.g-g.oû-u.t-t.a-a)
regret,R%gRE,(r-R.e-%.g-g.r-R.e-E.t-#)
regrets,R%gRE,(r-R.e-%.g-g.r-R.e-E.t-#.s-#)
regretta,R%gREta,(r-R.e-%.g-g.r-R.e-E.tt-t.a-a)
regrettable,R%gREtabl%,(r-R.e-%.g-g.r-R.e-E.tt-t.a-a.b-b.l-l.e-%)
regrettaient,R%gREtE,(r-R.e-%.g-g.r-R.e-E.tt-t.ai-E.e-#.n-#.t-#)
regrettait,R%gREtE,(r-R.e-%.g-g.r-R.e-E.tt-t.ai-E.t-#)
regrette,R%gREt,(r-R.e-%.g-g.r-R.e-E.tt-t.e-#)
regretté,R%gRete,(r-R.e-%.g-g.r-R.e-e.tt-t.é-e)
regrettent,R%gREt,(r-R.e-%.g-g.r-R.e-E.tt-t.e-#.n-#.t-#)
regretter,R%gRete,(r-R.e-%.g-g.r-R.e-e.tt-t.er-e)
regretteras,R%gREtRa,(r-R.e-%.g-g.r-R.e-E.tt-t.e-#.r-R.a-a.s-#)
regrettes,R%gREt,(r-R.e-%.g-g.r-R.e-E.tt-t.e-#.s-#)
regrettés,R%gRete,(r-R.e-%.g-g.r-R.e-e.tt-t.é-e.s-#)
regrettez,R%gRete,(r-R.e-%.g-g.r-R.e-e.tt-t.ez-e)
regroupaient,R%gRupE,(r-R.e-%.g-g.r-R.ou-u.p-p.ai-E.e-#.n-#.t-#)
regroupant,R%gRup@,(r-R.e-%.g-g.r-R.ou-u.p-p.an-@.t-#)
regroupe,R%gRup,(r-R.e-%.g-g.r-R.ou-u.p-p.e-#)
regroupé,R%gRupe,(r-R.e-%.g-g.r-R.ou-u.p-p.é-e)
regroupement,R%gRupm@,(r-R.e-%.g-g.r-R.ou-u.p-p.e-#.m-m.en-@.t-#)
regroupent,R%gRup,(r-R.e-%.g-g.r-R.ou-u.p-p.e-#.n-#.t-#)
regrouper,R%gRupe,(r-R.e-%.g-g.r-R.ou-u.p-p.er-e)
regrouperas,R%gRupRa,(r-R.e-%.g-g.r-R.ou-u.p-p.e-#.r-R.a-a.s-#)
regroupèrent,R%gRupER,(r-R.e-%.g-g.r-R.ou-u.p-p.è-E.r-R.e-#.n-#.t-#)
regrouperont,R%gRupR§,(r-R.e-%.g-g.r-R.ou-u.p-p.e-#.r-R.on-§.t-#)
regroupes,R%gRup,(r-R.e-%.g-g.r-R.ou-u.p-p.e-#.s-#)
regroupés,R%gRupe,(r-R.e-%.g-g.r-R.ou-u.p-p.é-e.s-#)
régularité,RegylaRite,(r-R.é-e.g-g.u-y.l-l.a-a.r-R.i-i.t-t.é-e)
régulateurs,Regylat9R,(r-R.é-e.g-g.u-y.l-l.a-a.t-t.eu-9.r-R.s-#)
régule,Regyl,(r-R.é-e.g-g.u-y.l-l.e-#)
régulier,Regylje,(r-R.é-e.g-g.u-y.l-l.i-j.er-e)
régulière,RegyljER,(r-R.é-e.g-g.u-y.l-l.i-j.è-E.r-R.e-#)
régulièrement,RegyljERm@,(r-R.é-e.g-g.u-y.l-l.i-j.è-E.r-R.e-#.m-m.en-@.t-#)
régulières,RegyljER,(r-R.é-e.g-g.u-y.l-l.i-j.è-E.r-R.e-#.s-#)
réguliers,Regylje,(r-R.é-e.g-g.u-y.l-l.i-j.er-e.s-#)
régurgitent,RegyRZit,(r-R.é-e.g-g.u-y.r-R.g-Z.i-i.t-t.e-#.n-#.t-#)
réhabiliter,Reabilite,(r-R.é-e.h-#.a-a.b-b.i-i.l-l.i-i.t-t.er-e)
rehaussait,R%OsE,(r-R.e-%.h-#.au-O.ss-s.ai-E.t-#)
rehaussé,R%Ose,(r-R.e-%.h-#.au-O.ss-s.é-e)
réhydrate,ReidRat,(r-R.é-e.h-#.y-i.d-d.r-R.a-a.t-t.e-#)
réhydrater,ReidRate,(r-R.é-e.h-#.y-i.d-d.r-R.a-a.t-t.er-e)
réimportation,Re5poRtasj§,(r-R.é-e.im-5.p-p.o-o.r-R.t-t.a-a.t-s.i-j.on-§)
reims,R5s,(r-R.eim-5.s-s)
rein,R5,(r-R.ein-5)
reine,REn,(r-R.ei-E.n-n.e-#)
reine,REn,(r-R.ei-E.n-n.e-#)
reines,REn,(r-R.ei-E.n-n.e-#.s-#)
reinette,REnEt,(r-R.ei-E.n-n.e-E.tt-t.e-#)
reinettes,REnEt,(r-R.ei-E.n-n.e-E.tt-t.e-#.s-#)
reins,R5,(r-R.ein-5.s-#)
réinstallé,Re5stale,(r-R.é-e.in-5.s-s.t-t.a-a.ll-l.é-e)
réintroductions,Re5tRodyksj§,(r-R.é-e.in-5.t-t.r-R.o-o.d-d.u-y.c-k.t-s.i-j.on-§.s-#)
réintroduire,Re5tRod8iR,(r-R.é-e.in-5.t-t.r-R.o-o.d-d.u-8.i-i.r-R.e-#)
réintroduites,Re5tRod8it,(r-R.é-e.in-5.t-t.r-R.o-o.d-d.u-8.i-i.t-t.e-#.s-#)
réinvestir,Re5vEstiR,(r-R.é-e.in-5.v-v.e-E.s-s.t-t.i-i.r-R)
rejaillir,R%ZajiR,(r-R.e-%.j-Z.a-a.illi-ji.r-R)
rejaillissent,R%Zajis,(r-R.e-%.j-Z.a-a.illi-ji.ss-s.e-#.n-#.t-#)
réjection,ReZEksj§,(r-R.é-e.j-Z.e-E.c-k.t-s.i-j.on-§)
rejeta,R%Zta,(r-R.e-%.j-Z.e-#.t-t.a-a)
rejetait,R%ZtE,(r-R.e-%.j-Z.e-#.t-t.ai-E.t-#)
rejetant,R%Zt@,(r-R.e-%.j-Z.e-#.t-t.an-@.t-#)
rejeté,R%Zte,(r-R.e-%.j-Z.e-#.t-t.é-e)
rejeté,R%Zte,(r-R.e-%.j-Z.e-#.t-t.é-e)
rejetée,R%Zte,(r-R.e-%.j-Z.e-#.t-t.é-e.e-#)
rejeter,R%Zte,(r-R.e-%.j-Z.e-#.t-t.er-e)
rejeton,R%Zt§,(r-R.e-%.j-Z.e-#.t-t.on-§)
rejetons,R%Zt§,(r-R.e-%.j-Z.e-#.t-t.on-§.s-#)
rejets,R%ZE,(r-R.e-%.j-Z.e-E.t-#.s-#)
rejette,R%ZEt,(r-R.e-%.j-Z.e-E.tt-t.e-#)
rejettent,R%ZEt,(r-R.e-%.j-Z.e-E.tt-t.e-#.n-#.t-#)
rejetterai,R%ZEtRE,(r-R.e-%.j-Z.e-E.tt-t.e-#.r-R.ai-E)
rejetteront,R%ZEtR§,(r-R.e-%.j-Z.e-E.tt-t.e-#.r-R.on-§.t-#)
rejoignaient,R%ZwaNE,(r-R.e-%.j-Z.oi-wa.gn-N.ai-E.e-#.n-#.t-#)
rejoignait,R%ZwaNE,(r-R.e-%.j-Z.oi-wa.gn-N.ai-E.t-#)
rejoignant,R%ZwaN@,(r-R.e-%.j-Z.oi-wa.gn-N.an-@.t-#)
rejoigne,R%ZwaN,(r-R.e-%.j-Z.oi-wa.gn-N.e-#)
rejoignent,R%ZwaN,(r-R.e-%.j-Z.oi-wa.gn-N.e-#.n-#.t-#)
rejoignirent,R%ZwaNiR,(r-R.e-%.j-Z.oi-wa.gn-N.i-i.r-R.e-#.n-#.t-#)
rejoignis,R%ZwaNi,(r-R.e-%.j-Z.oi-wa.gn-N.i-i.s-#)
rejoignit,R%ZwaNi,(r-R.e-%.j-Z.oi-wa.gn-N.i-i.t-#)
rejoignons,R%ZwaN§,(r-R.e-%.j-Z.oi-wa.gn-N.on-§.s-#)
rejoindra,R%Zw5dRa,(r-R.e-%.j-Z.oin-w5.d-d.r-R.a-a)
rejoindraient,R%Zw5dRE,(r-R.e-%.j-Z.oin-w5.d-d.r-R.ai-E.e-#.n-#.t-#)
rejoindre,R%Zw5dR%,(r-R.e-%.j-Z.oin-w5.d-d.r-R.e-%)
rejoindrions,R%Zw5dRij§,(r-R.e-%.j-Z.oin-w5.d-d.r-R.i-ij.on-§.s-#)
rejoins,R%Zw5,(r-R.e-%.j-Z.oin-w5.s-#)
rejoint,R%Zw5,(r-R.e-%.j-Z.oin-w5.t-#)
rejoint,R%Zw5,(r-R.e-%.j-Z.oin-w5.t-#)
rejoints,R%Zw5,(r-R.e-%.j-Z.oin-w5.t-#.s-#)
